path,type,county,city,service,indexable,status,inbound,outbound,depth
"/services/online-bail-bonds/miami-beach","service-city","miami-dade","miami-beach","online-bail-bonds",true,200,9,46,2
"/services/online-bail-bonds/new-port-richey","service-city","pasco","new-port-richey","online-bail-bonds",true,200,9,47,2
"/services/online-bail-bonds/ocala","service-city","marion","ocala","online-bail-bonds",true,200,9,47,2
"/services/online-bail-bonds/orlando","service-city","orange","orlando","online-bail-bonds",true,200,10,46,2
"/services/online-bail-bonds/plant-city","service-city","hillsborough","plant-city","online-bail-bonds",true,200,9,48,2
"/services/online-bail-bonds/pompano-beach","service-city","broward","pompano-beach","online-bail-bonds",true,200,9,47,2
"/services/online-bail-bonds/st-petersburg","service-city","pinellas","st-petersburg","online-bail-bonds",true,200,9,46,2
"/services/online-bail-bonds/tampa","service-city","hillsborough","tampa","online-bail-bonds",true,200,11,47,2
"/services/online-bail-bonds/vero-beach","service-city","indian-river","vero-beach","online-bail-bonds",true,200,8,47,2
"/services/online-bail-bonds/wesley-chapel","service-city","pasco","wesley-chapel","online-bail-bonds",true,200,10,48,2
"/services/online-bail-bonds/west-palm-beach","service-city","palm-beach","west-palm-beach","online-bail-bonds",true,200,10,46,2
"/services/online-bail-bonds/winter-haven","service-city","polk","winter-haven","online-bail-bonds",true,200,9,47,2
"/services/online-bail-bonds/winter-park","service-city","orange","winter-park","online-bail-bonds",true,200,9,46,2
"/services/online-bail-bonds/yulee","service-city","nassau","yulee","online-bail-bonds",true,200,9,47,2
"/services/traffic-warrant-bail","service","","","traffic-warrant-bail",true,200,328,85,1
"/services/traffic-warrant-bail/apopka","service-city","orange","apopka","traffic-warrant-bail",true,200,9,47,2
"/services/traffic-warrant-bail/belleview","service-city","marion","belleview","traffic-warrant-bail",true,200,9,47,2
"/services/traffic-warrant-bail/boca-raton","service-city","palm-beach","boca-raton","traffic-warrant-bail",true,200,9,47,2
"/services/traffic-warrant-bail/bonita-springs","service-city","lee","bonita-springs","traffic-warrant-bail",true,200,8,47,2
"/services/traffic-warrant-bail/bradenton","service-city","manatee","bradenton","traffic-warrant-bail",true,200,9,47,2
"/services/traffic-warrant-bail/brandon","service-city","hillsborough","brandon","traffic-warrant-bail",true,200,9,47,2
"/services/traffic-warrant-bail/cape-coral","service-city","lee","cape-coral","traffic-warrant-bail",true,200,8,46,2
"/services/traffic-warrant-bail/clearwater","service-city","pinellas","clearwater","traffic-warrant-bail",true,200,9,47,2
"/services/traffic-warrant-bail/cocoa","service-city","brevard","cocoa","traffic-warrant-bail",true,200,9,47,2
"/services/traffic-warrant-bail/dade-city","service-city","pasco","dade-city","traffic-warrant-bail",true,200,9,48,2
"/services/traffic-warrant-bail/fort-lauderdale","service-city","broward","fort-lauderdale","traffic-warrant-bail",true,200,9,46,2
"/services/traffic-warrant-bail/fort-myers","service-city","lee","fort-myers","traffic-warrant-bail",true,200,8,46,2
"/services/traffic-warrant-bail/hialeah","service-city","miami-dade","hialeah","traffic-warrant-bail",true,200,9,46,2
"/services/traffic-warrant-bail/hollywood","service-city","broward","hollywood","traffic-warrant-bail",true,200,9,46,2
"/services/traffic-warrant-bail/jacksonville-beach","service-city","duval","jacksonville-beach","traffic-warrant-bail",true,200,9,46,2
"/services/traffic-warrant-bail/lake-city","service-city","columbia","lake-city","traffic-warrant-bail",true,200,9,47,2
"/services/traffic-warrant-bail/lakeland","service-city","polk","lakeland","traffic-warrant-bail",true,200,9,46,2
"/services/traffic-warrant-bail/miami","service-city","miami-dade","miami","traffic-warrant-bail",true,200,9,46,2
"/services/traffic-warrant-bail/miami-beach","service-city","miami-dade","miami-beach","traffic-warrant-bail",true,200,9,46,2
"/services/traffic-warrant-bail/new-port-richey","service-city","pasco","new-port-richey","traffic-warrant-bail",true,200,9,47,2
"/services/traffic-warrant-bail/ocala","service-city","marion","ocala","traffic-warrant-bail",true,200,9,47,2
"/services/traffic-warrant-bail/orlando","service-city","orange","orlando","traffic-warrant-bail",true,200,9,46,2
"/services/traffic-warrant-bail/plant-city","service-city","hillsborough","plant-city","traffic-warrant-bail",true,200,9,48,2
"/services/traffic-warrant-bail/pompano-beach","service-city","broward","pompano-beach","traffic-warrant-bail",true,200,9,47,2
"/services/traffic-warrant-bail/st-petersburg","service-city","pinellas","st-petersburg","traffic-warrant-bail",true,200,9,46,2
"/services/traffic-warrant-bail/tampa","service-city","hillsborough","tampa","traffic-warrant-bail",true,200,9,47,2
"/services/traffic-warrant-bail/vero-beach","service-city","indian-river","vero-beach","traffic-warrant-bail",true,200,8,47,2
"/services/traffic-warrant-bail/wesley-chapel","service-city","pasco","wesley-chapel","traffic-warrant-bail",true,200,9,48,2
"/services/traffic-warrant-bail/west-palm-beach","service-city","palm-beach","west-palm-beach","traffic-warrant-bail",true,200,9,46,2
"/services/traffic-warrant-bail/winter-haven","service-city","polk","winter-haven","traffic-warrant-bail",true,200,9,47,2
"/services/traffic-warrant-bail/winter-park","service-city","orange","winter-park","traffic-warrant-bail",true,200,9,46,2
"/services/traffic-warrant-bail/yulee","service-city","nassau","yulee","traffic-warrant-bail",true,200,9,47,2
"/warrant-search","core","","","",true,200,328,37,1
