path,type,county,city,service,indexable,status,inbound,outbound,depth
"/services/domestic-violence-bail/dade-city","service-city","pasco","dade-city","domestic-violence-bail",true,200,9,48,2
"/services/domestic-violence-bail/fort-lauderdale","service-city","broward","fort-lauderdale","domestic-violence-bail",true,200,9,46,2
"/services/domestic-violence-bail/fort-myers","service-city","lee","fort-myers","domestic-violence-bail",true,200,8,46,2
"/services/domestic-violence-bail/hialeah","service-city","miami-dade","hialeah","domestic-violence-bail",true,200,9,46,2
"/services/domestic-violence-bail/hollywood","service-city","broward","hollywood","domestic-violence-bail",true,200,9,46,2
"/services/domestic-violence-bail/jacksonville-beach","service-city","duval","jacksonville-beach","domestic-violence-bail",true,200,9,46,2
"/services/domestic-violence-bail/lake-city","service-city","columbia","lake-city","domestic-violence-bail",true,200,9,47,2
"/services/domestic-violence-bail/lakeland","service-city","polk","lakeland","domestic-violence-bail",true,200,9,46,2
"/services/domestic-violence-bail/miami","service-city","miami-dade","miami","domestic-violence-bail",true,200,9,46,2
"/services/domestic-violence-bail/miami-beach","service-city","miami-dade","miami-beach","domestic-violence-bail",true,200,9,46,2
"/services/domestic-violence-bail/new-port-richey","service-city","pasco","new-port-richey","domestic-violence-bail",true,200,9,47,2
"/services/domestic-violence-bail/ocala","service-city","marion","ocala","domestic-violence-bail",true,200,9,47,2
"/services/domestic-violence-bail/orlando","service-city","orange","orlando","domestic-violence-bail",true,200,9,46,2
"/services/domestic-violence-bail/plant-city","service-city","hillsborough","plant-city","domestic-violence-bail",true,200,9,48,2
"/services/domestic-violence-bail/pompano-beach","service-city","broward","pompano-beach","domestic-violence-bail",true,200,9,47,2
"/services/domestic-violence-bail/st-petersburg","service-city","pinellas","st-petersburg","domestic-violence-bail",true,200,9,46,2
"/services/domestic-violence-bail/tampa","service-city","hillsborough","tampa","domestic-violence-bail",true,200,9,47,2
"/services/domestic-violence-bail/vero-beach","service-city","indian-river","vero-beach","domestic-violence-bail",true,200,8,47,2
"/services/domestic-violence-bail/wesley-chapel","service-city","pasco","wesley-chapel","domestic-violence-bail",true,200,9,48,2
"/services/domestic-violence-bail/west-palm-beach","service-city","palm-beach","west-palm-beach","domestic-violence-bail",true,200,9,46,2
"/services/domestic-violence-bail/winter-haven","service-city","polk","winter-haven","domestic-violence-bail",true,200,9,47,2
"/services/domestic-violence-bail/winter-park","service-city","orange","winter-park","domestic-violence-bail",true,200,9,46,2
"/services/domestic-violence-bail/yulee","service-city","nassau","yulee","domestic-violence-bail",true,200,9,47,2
"/services/dui-bail-bonds","service","","","dui-bail-bonds",true,200,328,85,1
"/services/dui-bail-bonds/apopka","service-city","orange","apopka","dui-bail-bonds",true,200,9,47,2
"/services/dui-bail-bonds/belleview","service-city","marion","belleview","dui-bail-bonds",true,200,9,47,2
"/services/dui-bail-bonds/boca-raton","service-city","palm-beach","boca-raton","dui-bail-bonds",true,200,9,47,2
"/services/dui-bail-bonds/bonita-springs","service-city","lee","bonita-springs","dui-bail-bonds",true,200,8,47,2
"/services/dui-bail-bonds/bradenton","service-city","manatee","bradenton","dui-bail-bonds",true,200,9,47,2
"/services/dui-bail-bonds/brandon","service-city","hillsborough","brandon","dui-bail-bonds",true,200,9,47,2
"/services/dui-bail-bonds/cape-coral","service-city","lee","cape-coral","dui-bail-bonds",true,200,8,46,2
"/services/dui-bail-bonds/clearwater","service-city","pinellas","clearwater","dui-bail-bonds",true,200,9,47,2
"/services/dui-bail-bonds/cocoa","service-city","brevard","cocoa","dui-bail-bonds",true,200,9,47,2
"/services/dui-bail-bonds/dade-city","service-city","pasco","dade-city","dui-bail-bonds",true,200,9,48,2
"/services/dui-bail-bonds/fort-lauderdale","service-city","broward","fort-lauderdale","dui-bail-bonds",true,200,9,46,2
"/services/dui-bail-bonds/fort-myers","service-city","lee","fort-myers","dui-bail-bonds",true,200,8,46,2
"/services/dui-bail-bonds/hialeah","service-city","miami-dade","hialeah","dui-bail-bonds",true,200,9,46,2
"/services/dui-bail-bonds/hollywood","service-city","broward","hollywood","dui-bail-bonds",true,200,9,46,2
"/services/dui-bail-bonds/jacksonville-beach","service-city","duval","jacksonville-beach","dui-bail-bonds",true,200,9,46,2
"/services/dui-bail-bonds/lake-city","service-city","columbia","lake-city","dui-bail-bonds",true,200,9,47,2
"/services/dui-bail-bonds/lakeland","service-city","polk","lakeland","dui-bail-bonds",true,200,9,46,2
"/services/dui-bail-bonds/miami","service-city","miami-dade","miami","dui-bail-bonds",true,200,9,46,2
"/services/dui-bail-bonds/miami-beach","service-city","miami-dade","miami-beach","dui-bail-bonds",true,200,9,46,2
"/services/dui-bail-bonds/new-port-richey","service-city","pasco","new-port-richey","dui-bail-bonds",true,200,9,47,2
"/services/dui-bail-bonds/ocala","service-city","marion","ocala","dui-bail-bonds",true,200,9,47,2
"/services/dui-bail-bonds/orlando","service-city","orange","orlando","dui-bail-bonds",true,200,9,46,2
"/services/dui-bail-bonds/plant-city","service-city","hillsborough","plant-city","dui-bail-bonds",true,200,9,48,2
"/services/dui-bail-bonds/pompano-beach","service-city","broward","pompano-beach","dui-bail-bonds",true,200,9,47,2
"/services/dui-bail-bonds/st-petersburg","service-city","pinellas","st-petersburg","dui-bail-bonds",true,200,9,46,2
"/services/dui-bail-bonds/tampa","service-city","hillsborough","tampa","dui-bail-bonds",true,200,9,47,2
"/services/dui-bail-bonds/vero-beach","service-city","indian-river","vero-beach","dui-bail-bonds",true,200,8,47,2
"/services/dui-bail-bonds/wesley-chapel","service-city","pasco","wesley-chapel","dui-bail-bonds",true,200,9,48,2
"/services/dui-bail-bonds/west-palm-beach","service-city","palm-beach","west-palm-beach","dui-bail-bonds",true,200,9,46,2
"/services/dui-bail-bonds/winter-haven","service-city","polk","winter-haven","dui-bail-bonds",true,200,9,47,2
"/services/dui-bail-bonds/winter-park","service-city","orange","winter-park","dui-bail-bonds",true,200,9,46,2
"/services/dui-bail-bonds/yulee","service-city","nassau","yulee","dui-bail-bonds",true,200,9,47,2
"/services/immigration-bail-bonds","service","","","immigration-bail-bonds",true,200,328,85,1
"/services/immigration-bail-bonds/apopka","service-city","orange","apopka","immigration-bail-bonds",true,200,9,47,2
"/services/immigration-bail-bonds/belleview","service-city","marion","belleview","immigration-bail-bonds",true,200,9,47,2
"/services/immigration-bail-bonds/boca-raton","service-city","palm-beach","boca-raton","immigration-bail-bonds",true,200,9,47,2
"/services/immigration-bail-bonds/bonita-springs","service-city","lee","bonita-springs","immigration-bail-bonds",true,200,8,47,2
"/services/immigration-bail-bonds/bradenton","service-city","manatee","bradenton","immigration-bail-bonds",true,200,9,47,2
"/services/immigration-bail-bonds/brandon","service-city","hillsborough","brandon","immigration-bail-bonds",true,200,9,47,2
"/services/immigration-bail-bonds/cape-coral","service-city","lee","cape-coral","immigration-bail-bonds",true,200,8,46,2
"/services/immigration-bail-bonds/clearwater","service-city","pinellas","clearwater","immigration-bail-bonds",true,200,9,47,2
"/services/immigration-bail-bonds/cocoa","service-city","brevard","cocoa","immigration-bail-bonds",true,200,9,47,2
"/services/immigration-bail-bonds/dade-city","service-city","pasco","dade-city","immigration-bail-bonds",true,200,9,48,2
"/services/immigration-bail-bonds/fort-lauderdale","service-city","broward","fort-lauderdale","immigration-bail-bonds",true,200,9,46,2
"/services/immigration-bail-bonds/fort-myers","service-city","lee","fort-myers","immigration-bail-bonds",true,200,8,46,2
"/services/immigration-bail-bonds/hialeah","service-city","miami-dade","hialeah","immigration-bail-bonds",true,200,9,46,2
"/services/immigration-bail-bonds/hollywood","service-city","broward","hollywood","immigration-bail-bonds",true,200,9,46,2
"/services/immigration-bail-bonds/jacksonville-beach","service-city","duval","jacksonville-beach","immigration-bail-bonds",true,200,9,46,2
"/services/immigration-bail-bonds/lake-city","service-city","columbia","lake-city","immigration-bail-bonds",true,200,9,47,2
"/services/immigration-bail-bonds/lakeland","service-city","polk","lakeland","immigration-bail-bonds",true,200,9,46,2
"/services/immigration-bail-bonds/miami","service-city","miami-dade","miami","immigration-bail-bonds",true,200,9,46,2
"/services/immigration-bail-bonds/miami-beach","service-city","miami-dade","miami-beach","immigration-bail-bonds",true,200,9,46,2
"/services/immigration-bail-bonds/new-port-richey","service-city","pasco","new-port-richey","immigration-bail-bonds",true,200,9,47,2
"/services/immigration-bail-bonds/ocala","service-city","marion","ocala","immigration-bail-bonds",true,200,9,47,2
"/services/immigration-bail-bonds/orlando","service-city","orange","orlando","immigration-bail-bonds",true,200,9,46,2
"/services/immigration-bail-bonds/plant-city","service-city","hillsborough","plant-city","immigration-bail-bonds",true,200,9,48,2
"/services/immigration-bail-bonds/pompano-beach","service-city","broward","pompano-beach","immigration-bail-bonds",true,200,9,47,2
"/services/immigration-bail-bonds/st-petersburg","service-city","pinellas","st-petersburg","immigration-bail-bonds",true,200,9,46,2
"/services/immigration-bail-bonds/tampa","service-city","hillsborough","tampa","immigration-bail-bonds",true,200,9,47,2
"/services/immigration-bail-bonds/vero-beach","service-city","indian-river","vero-beach","immigration-bail-bonds",true,200,8,47,2
"/services/immigration-bail-bonds/wesley-chapel","service-city","pasco","wesley-chapel","immigration-bail-bonds",true,200,9,48,2
"/services/immigration-bail-bonds/west-palm-beach","service-city","palm-beach","west-palm-beach","immigration-bail-bonds",true,200,9,46,2
"/services/immigration-bail-bonds/winter-haven","service-city","polk","winter-haven","immigration-bail-bonds",true,200,9,47,2
"/services/immigration-bail-bonds/winter-park","service-city","orange","winter-park","immigration-bail-bonds",true,200,9,46,2
"/services/immigration-bail-bonds/yulee","service-city","nassau","yulee","immigration-bail-bonds",true,200,9,47,2
"/services/nebbia-hold-bail","service","","","nebbia-hold-bail",true,200,328,85,1
"/services/nebbia-hold-bail/apopka","service-city","orange","apopka","nebbia-hold-bail",true,200,9,47,2
"/services/nebbia-hold-bail/belleview","service-city","marion","belleview","nebbia-hold-bail",true,200,9,47,2
"/services/nebbia-hold-bail/boca-raton","service-city","palm-beach","boca-raton","nebbia-hold-bail",true,200,9,47,2
"/services/nebbia-hold-bail/bonita-springs","service-city","lee","bonita-springs","nebbia-hold-bail",true,200,8,47,2
"/services/nebbia-hold-bail/bradenton","service-city","manatee","bradenton","nebbia-hold-bail",true,200,9,47,2
"/services/nebbia-hold-bail/brandon","service-city","hillsborough","brandon","nebbia-hold-bail",true,200,9,47,2
"/services/nebbia-hold-bail/cape-coral","service-city","lee","cape-coral","nebbia-hold-bail",true,200,8,46,2
"/services/nebbia-hold-bail/clearwater","service-city","pinellas","clearwater","nebbia-hold-bail",true,200,9,47,2
"/services/nebbia-hold-bail/cocoa","service-city","brevard","cocoa","nebbia-hold-bail",true,200,9,47,2
"/services/nebbia-hold-bail/dade-city","service-city","pasco","dade-city","nebbia-hold-bail",true,200,9,48,2
"/services/nebbia-hold-bail/fort-lauderdale","service-city","broward","fort-lauderdale","nebbia-hold-bail",true,200,9,46,2
"/services/nebbia-hold-bail/fort-myers","service-city","lee","fort-myers","nebbia-hold-bail",true,200,8,46,2
"/services/nebbia-hold-bail/hialeah","service-city","miami-dade","hialeah","nebbia-hold-bail",true,200,9,46,2
"/services/nebbia-hold-bail/hollywood","service-city","broward","hollywood","nebbia-hold-bail",true,200,9,46,2
"/services/nebbia-hold-bail/jacksonville-beach","service-city","duval","jacksonville-beach","nebbia-hold-bail",true,200,9,46,2
"/services/nebbia-hold-bail/lake-city","service-city","columbia","lake-city","nebbia-hold-bail",true,200,9,47,2
"/services/nebbia-hold-bail/lakeland","service-city","polk","lakeland","nebbia-hold-bail",true,200,9,46,2
"/services/nebbia-hold-bail/miami","service-city","miami-dade","miami","nebbia-hold-bail",true,200,9,46,2
"/services/nebbia-hold-bail/miami-beach","service-city","miami-dade","miami-beach","nebbia-hold-bail",true,200,9,46,2
"/services/nebbia-hold-bail/new-port-richey","service-city","pasco","new-port-richey","nebbia-hold-bail",true,200,9,47,2
"/services/nebbia-hold-bail/ocala","service-city","marion","ocala","nebbia-hold-bail",true,200,9,47,2
"/services/nebbia-hold-bail/orlando","service-city","orange","orlando","nebbia-hold-bail",true,200,9,46,2
"/services/nebbia-hold-bail/plant-city","service-city","hillsborough","plant-city","nebbia-hold-bail",true,200,9,48,2
"/services/nebbia-hold-bail/pompano-beach","service-city","broward","pompano-beach","nebbia-hold-bail",true,200,9,47,2
"/services/nebbia-hold-bail/st-petersburg","service-city","pinellas","st-petersburg","nebbia-hold-bail",true,200,9,46,2
"/services/nebbia-hold-bail/tampa","service-city","hillsborough","tampa","nebbia-hold-bail",true,200,9,47,2
"/services/nebbia-hold-bail/vero-beach","service-city","indian-river","vero-beach","nebbia-hold-bail",true,200,8,47,2
"/services/nebbia-hold-bail/wesley-chapel","service-city","pasco","wesley-chapel","nebbia-hold-bail",true,200,9,48,2
"/services/nebbia-hold-bail/west-palm-beach","service-city","palm-beach","west-palm-beach","nebbia-hold-bail",true,200,9,46,2
"/services/nebbia-hold-bail/winter-haven","service-city","polk","winter-haven","nebbia-hold-bail",true,200,9,47,2
"/services/nebbia-hold-bail/winter-park","service-city","orange","winter-park","nebbia-hold-bail",true,200,9,46,2
"/services/nebbia-hold-bail/yulee","service-city","nassau","yulee","nebbia-hold-bail",true,200,9,47,2
"/services/no-collateral-bail-bonds","service","","","no-collateral-bail-bonds",true,200,32,86,3
"/services/no-collateral-bail-bonds/apopka","service-city","orange","apopka","no-collateral-bail-bonds",true,200,9,48,3
"/services/no-collateral-bail-bonds/belleview","service-city","marion","belleview","no-collateral-bail-bonds",true,200,9,48,3
"/services/no-collateral-bail-bonds/boca-raton","service-city","palm-beach","boca-raton","no-collateral-bail-bonds",true,200,9,48,3
"/services/no-collateral-bail-bonds/bonita-springs","service-city","lee","bonita-springs","no-collateral-bail-bonds",true,200,8,48,3
"/services/no-collateral-bail-bonds/bradenton","service-city","manatee","bradenton","no-collateral-bail-bonds",true,200,9,48,3
"/services/no-collateral-bail-bonds/brandon","service-city","hillsborough","brandon","no-collateral-bail-bonds",true,200,9,48,2
"/services/no-collateral-bail-bonds/cape-coral","service-city","lee","cape-coral","no-collateral-bail-bonds",true,200,8,47,3
"/services/no-collateral-bail-bonds/clearwater","service-city","pinellas","clearwater","no-collateral-bail-bonds",true,200,9,48,3
"/services/no-collateral-bail-bonds/cocoa","service-city","brevard","cocoa","no-collateral-bail-bonds",true,200,9,48,3
"/services/no-collateral-bail-bonds/dade-city","service-city","pasco","dade-city","no-collateral-bail-bonds",true,200,9,49,3
"/services/no-collateral-bail-bonds/fort-lauderdale","service-city","broward","fort-lauderdale","no-collateral-bail-bonds",true,200,9,47,2
"/services/no-collateral-bail-bonds/fort-myers","service-city","lee","fort-myers","no-collateral-bail-bonds",true,200,8,47,3
"/services/no-collateral-bail-bonds/hialeah","service-city","miami-dade","hialeah","no-collateral-bail-bonds",true,200,9,47,2
"/services/no-collateral-bail-bonds/hollywood","service-city","broward","hollywood","no-collateral-bail-bonds",true,200,9,47,2
"/services/no-collateral-bail-bonds/jacksonville-beach","service-city","duval","jacksonville-beach","no-collateral-bail-bonds",true,200,9,47,2
"/services/no-collateral-bail-bonds/lake-city","service-city","columbia","lake-city","no-collateral-bail-bonds",true,200,9,48,3
"/services/no-collateral-bail-bonds/lakeland","service-city","polk","lakeland","no-collateral-bail-bonds",true,200,9,47,2
"/services/no-collateral-bail-bonds/miami","service-city","miami-dade","miami","no-collateral-bail-bonds",true,200,9,47,2
"/services/no-collateral-bail-bonds/miami-beach","service-city","miami-dade","miami-beach","no-collateral-bail-bonds",true,200,9,47,2
"/services/no-collateral-bail-bonds/new-port-richey","service-city","pasco","new-port-richey","no-collateral-bail-bonds",true,200,9,48,2
"/services/no-collateral-bail-bonds/ocala","service-city","marion","ocala","no-collateral-bail-bonds",true,200,9,48,3
"/services/no-collateral-bail-bonds/orlando","service-city","orange","orlando","no-collateral-bail-bonds",true,200,9,47,2
"/services/no-collateral-bail-bonds/plant-city","service-city","hillsborough","plant-city","no-collateral-bail-bonds",true,200,9,49,3
"/services/no-collateral-bail-bonds/pompano-beach","service-city","broward","pompano-beach","no-collateral-bail-bonds",true,200,9,48,3
"/services/no-collateral-bail-bonds/st-petersburg","service-city","pinellas","st-petersburg","no-collateral-bail-bonds",true,200,9,47,2
"/services/no-collateral-bail-bonds/tampa","service-city","hillsborough","tampa","no-collateral-bail-bonds",true,200,9,48,2
"/services/no-collateral-bail-bonds/vero-beach","service-city","indian-river","vero-beach","no-collateral-bail-bonds",true,200,8,48,3
"/services/no-collateral-bail-bonds/wesley-chapel","service-city","pasco","wesley-chapel","no-collateral-bail-bonds",true,200,9,49,3
"/services/no-collateral-bail-bonds/west-palm-beach","service-city","palm-beach","west-palm-beach","no-collateral-bail-bonds",true,200,9,47,2
"/services/no-collateral-bail-bonds/winter-haven","service-city","polk","winter-haven","no-collateral-bail-bonds",true,200,9,48,3
"/services/no-collateral-bail-bonds/winter-park","service-city","orange","winter-park","no-collateral-bail-bonds",true,200,9,47,2
"/services/no-collateral-bail-bonds/yulee","service-city","nassau","yulee","no-collateral-bail-bonds",true,200,9,48,3
"/services/online-bail-bonds","service","","","online-bail-bonds",true,200,328,85,1
"/services/online-bail-bonds/apopka","service-city","orange","apopka","online-bail-bonds",true,200,9,47,2
"/services/online-bail-bonds/belleview","service-city","marion","belleview","online-bail-bonds",true,200,9,47,2
"/services/online-bail-bonds/boca-raton","service-city","palm-beach","boca-raton","online-bail-bonds",true,200,9,47,2
"/services/online-bail-bonds/bonita-springs","service-city","lee","bonita-springs","online-bail-bonds",true,200,8,47,2
"/services/online-bail-bonds/bradenton","service-city","manatee","bradenton","online-bail-bonds",true,200,9,47,2
"/services/online-bail-bonds/brandon","service-city","hillsborough","brandon","online-bail-bonds",true,200,9,47,2
"/services/online-bail-bonds/cape-coral","service-city","lee","cape-coral","online-bail-bonds",true,200,8,46,2
"/services/online-bail-bonds/clearwater","service-city","pinellas","clearwater","online-bail-bonds",true,200,10,47,2
"/services/online-bail-bonds/cocoa","service-city","brevard","cocoa","online-bail-bonds",true,200,9,47,2
"/services/online-bail-bonds/dade-city","service-city","pasco","dade-city","online-bail-bonds",true,200,9,48,2
"/services/online-bail-bonds/fort-lauderdale","service-city","broward","fort-lauderdale","online-bail-bonds",true,200,10,46,2
"/services/online-bail-bonds/fort-myers","service-city","lee","fort-myers","online-bail-bonds",true,200,9,46,2
"/services/online-bail-bonds/hialeah","service-city","miami-dade","hialeah","online-bail-bonds",true,200,9,46,2
"/services/online-bail-bonds/hollywood","service-city","broward","hollywood","online-bail-bonds",true,200,9,46,2
"/services/online-bail-bonds/jacksonville-beach","service-city","duval","jacksonville-beach","online-bail-bonds",true,200,10,46,2
"/services/online-bail-bonds/lake-city","service-city","columbia","lake-city","online-bail-bonds",true,200,9,47,2
"/services/online-bail-bonds/lakeland","service-city","polk","lakeland","online-bail-bonds",true,200,9,46,2
"/services/online-bail-bonds/miami","service-city","miami-dade","miami","online-bail-bonds",true,200,11,46,2
